ca cancer j clin,286.13
sci china inform sci,7.275
curr opin immunol,7.268
adv exp soc psychol,7.263
clin epigenetics,7.259
essays biochem,7.258
addiction,7.256
photonics res,7.254
reliab eng syst saf,7.247
mater today sustain,7.244
genes dis,7.243
diagn interv imag,7.242
ann agric sci,7.241
siam rev soc ind appl math,7.24
q j r meteorol soc,7.237
neuroscientist,7.235
ieee t inf foren sec,7.231
clin psychol sci,7.216
immunology,7.215
z med phys,7.215
commun chem,7.211
compr psychiatry,7.211
j ind ecol,7.202
energy build,7.201
monogr soc res child dev,7.2
atmos chem phys,7.197
sustain sci,7.196
int psychogeriatr,7.191
sol energy,7.188
nephrol dial transpl,7.186
comput ind eng,7.18
int secur,7.179
biol direct,7.173
acta pharmacol sin,7.169
resp res,7.162
eur psychiatry,7.156
int j eng sci,7.155
j build eng,7.144
asian pac j allergy immunol,7.143
neurobiol stress,7.142
food secur,7.141
int j hydrogen energy,7.139
j intell manuf,7.136
hum reprod open,7.13
ecotoxicol environ saf,7.129
open biol,7.124
environ health-glob,7.123
curr opin virol,7.121
j innate immun,7.111
prog surf sci,7.111
korean j radiol,7.109
cell death discov,7.109
innov food sci emerg technol,7.104
manuf serv oper manag,7.103
phys eng sci med,7.099
int j consum stud,7.096
build environ,7.093
plant j,7.091
eur j med chem,7.088
j aging soc policy,7.084
acs photonics,7.077
meat sci,7.077
j med internet res,7.076
ieee rev biomed eng,7.073
curr opin neurobiol,7.07
eur heart j qual care clin outcomes,7.064
cell oncol,7.051
expert opin drug discov,7.05
rev environ econ policy,7.048
rheumatology,7.046
neurobiol dis,7.046
transport res d-tr e,7.041
cns neurosci ther,7.035
eur radiol,7.034
int j nanomedicine,7.033
comput methods programs biomed,7.027
anaesth crit care pa,7.025
int j forecast,7.022
ieee j biomed health inform,7.021
acs macro lett,7.015
mutat res rev mutat res,7.015
artif intell med,7.011
am j sports med,7.01
mar pollut bull,7.001
eur j pers,7
epj quantum technol,7
npj sci food,7
ann epidemiol,6.996
protein sci,6.993
j stat softw,6.992
inflamm res,6.986
drug metab rev,6.984
biomacromolecules,6.978
rev esp cardiol,6.975
zool res,6.975
transfus med rev,6.969
decis support syst,6.969
fluids barriers cns,6.961
plant phenomics,6.961
j cereb blood flow metab,6.96
acs appl energy mater,6.959
tob control,6.953
int j stroke,6.948
environ res lett,6.947
virol sin,6.947
ambio,6.943
neuropsychol rev,6.94
chem rec,6.935
bioinformatics,6.931
contemp educ psychol,6.922
cancer-am cancer soc,6.921
br j soc psychol,6.92
med clin north am,6.912
anal chim acta,6.911
ecosyst serv,6.91
global ecol biogeogr,6.909
j cardiovasc magn reson,6.903
clin pharmacol ther,6.903
eng geol,6.902
radiother oncol,6.901
geosci model dev,6.892
npj mater degrad,6.889
j phys chem lett,6.888
int j rob res,6.887
esmo open,6.883
technol soc,6.879
clin sci,6.876
adv catal,6.875
united european gastroenterol j,6.866
j appl ecol,6.865
development,6.862
2d mater,6.861
j educ psychol,6.856
npj quantum mater,6.856
int j rock mech min sci (1997),6.849
atherosclerosis,6.847
digit journal (abingdon),6.847
prod plan control,6.846
nutr rev,6.846
rev fish biol fish,6.845
contemp phys,6.842
ieee trans robot,6.835
bioengineered,6.832
cell biol toxicol,6.819
drug deliv,6.819
j photochem photobiol b,6.814
sustain energy fuels,6.813
curr opin psychol,6.813
ecography (cop.),6.802
transl stroke res,6.8
expert opin ther targets,6.797
j environ sci,6.796
rev psiquiatr salud ment,6.795
financ innov,6.793
ieee trans dependable secure comput,6.791
int commun heat mass,6.782
ann clin microbiol antimicrob,6.781
life sci,6.78
heart rhythm,6.779
int j mech sci,6.772
j gastroenterol,6.772
sports med open,6.766
agric syst,6.765
anim front,6.762
ann emerg med,6.762
j ind eng chem,6.76
comput electron agric,6.757
postharvest biol technol,6.751
q rev biol,6.75
ieee intell syst,6.744
epilepsia,6.74
bus soc,6.74
nanotechnol rev,6.739
food eng rev,6.738
adv sustain syst,6.737
fungal biol rev,6.727
j oper manag,6.72
am econ j macroecon,6.718
expert opin ther pat,6.714
can j anesth,6.713
j neurosci,6.709
j hydrol (amst),6.708
j int aids soc,6.707
nutrients,6.706
complex intell systems,6.7
comput biol med,6.698
stem cell rev rep,6.692
eur j immunol,6.688
j neurol,6.682
thromb haemostasis,6.681
j lipid res,6.676
philos t r soc b,6.671
j mark res,6.664
urban clim,6.663
phytomedicine,6.656
anat sci educ,6.652
food control,6.652
eur rev aging phys act,6.65
arch dis child-fetal,6.643
exerc sport sci rev,6.642
ieee trans autom sci eng,6.636
learn instr,6.636
apl mater,6.635
rhinology,6.634
biochim biophys acta mol basis dis,6.633
j mol liq,6.633
cancer immunol immunother,6.63
anesth analg,6.627
front plant sci,6.627
alex eng j,6.626
crit rev oncol hematol,6.625
asia pac j atmos sci,6.623
mol ecol,6.622
annu rev resour economics,6.617
hydrol earth syst sci,6.617
transport res a-pol,6.615
can j cardiol,6.614
j cult econ,6.613
int j nurs stud,6.612
agric water manag,6.611
entomol gen,6.608
biol fertil soils,6.605
j bus psychol,6.604
am j prev med,6.604
compos struct,6.603
ieee trans emerg top comput,6.595
trauma violence abuse,6.595
j card fail,6.592
j gerontol a biol sci med sci,6.591
front nutr,6.59
comput methods appl mech eng,6.588
apl bioeng,6.586
am j roentgenol,6.582
j chem theory comput,6.578
agric ecosyst environ,6.576
mol nutr food res,6.575
microb biotechnol,6.575
cancers,6.575
amyloid,6.571
quantum sci technol,6.568
catal today,6.562
eur j endocrinol,6.558
j bone joint surg am,6.558
hum-cent comput info,6.558
talanta,6.556
scipost phys,6.554
indoor air,6.554
ieee trans automat contr,6.549
j virol,6.549
environ behav,6.548
commun biol,6.548
ecol econ,6.536
proc combust inst,6.535
j affect disord,6.533
j am coll surgeons,6.532
j advert,6.528
pharmaceutics,6.525
oncogenesis,6.524
cleve clin j med,6.522
curr environ health rep,6.521
infect control hosp epidemiol,6.52
eng appl comp fluid,6.519
ieee t transp electr,6.519
rock mech rock eng,6.518
cancer sci,6.518
clin transl immunology,6.515
j cell physiol,6.513
semin liver dis,6.512
int j pharm,6.51
publ astron soc aust,6.51
thyroid,6.506
global biogeochem cycles,6.5
ann n y acad sci,6.499
expert opin investig drugs,6.498
commun phys,6.497
cns drugs,6.497
evol lett,6.494
world j mens health,6.494
n biotechnol,6.49
nucl data sheets,6.485
rev econ stat,6.481
hum genomics,6.481
mol autism,6.476
j gen intern med,6.473
j energy inst,6.47
jpn dent sci rev,6.468
appl therm eng,6.465
front public health,6.461
hum-comput interact,6.459
nanomed-nanotechnol,6.458
antimicrob resist infect control,6.454
ind crops prod,6.449
food chem x,6.443
mabs,6.44
quantum-austria,6.439
j thorac cardiov sur,6.439
biofactors,6.438
j anal appl pyrolysis,6.437
ecology,6.431
ther adv neurol disord,6.43
cancer cell int,6.429
eur j vasc endovasc,6.427
environ sci policy,6.424
agric for meteorol,6.424
int rev cell mol biol,6.42
contact dermatitis,6.419
j manage eng,6.415
genomics proteomics bioinformatics,6.409
diabetes obes metab,6.408
mikrochim acta,6.408
tunn undergr sp tech,6.407
semin thromb hemost,6.398
gisci remote sens,6.397
psychol aesthet creat arts,6.395
egypt j remote sens,6.393
safety sci,6.392
p nutr soc,6.391
j bone miner res,6.39
adv mater interfaces,6.389
phytother res,6.388
j field robot,6.385
econometrica,6.383
apl photonics,6.382
j ecol,6.381
j high energy phys,6.379
health syst reform,6.378
mol med,6.376
accid anal prev,6.376
food microbiol,6.374
soil-germany,6.373
j expo sci environ epidemiol,6.371
j alloys compd,6.371
catena (amst),6.367
j eur ceram soc,6.364
eur j oper res,6.363
environ microbiome,6.36
ieee trans cogn commun netw,6.359
artif cells nanomed biotechnol,6.355
internet res,6.353
hum reprod,6.353
microb cell fact,6.352
digit commun netw,6.348
food qual prefer,6.345
j telemed telecare,6.344
j public policy mark,6.343
geohealth,6.343
dig endosc,6.337
arch bronconeumol,6.333
mol cancer res,6.333
jmir ment health,6.332
j bus ethics,6.331
braz j psychiatry,6.328
oxf rev econ policy,6.326
int j neural syst,6.325
geology,6.324
radiocarbon,6.324
rare metals,6.318
food funct,6.317
j pediatr-us,6.314
clin chim acta,6.314
radiol med,6.313
sleep,6.313
radiographics,6.312
mol ther oncolytics,6.311
biochim biophys acta gene regul mech,6.304
adv clin chem,6.303
scr mater,6.302
br j gen pract,6.302
int j coal geol,6.3
am j surg pathol,6.298
crc crit rev plant sci,6.289
eur j neurol,6.288
virus res,6.286
j epidemiol commun h,6.286
j inflamm (lond),6.283
curr opin neurol,6.283
funct ecol,6.282
j orthop sport phys,6.276
curr res food sci,6.269
case stud therm eng,6.268
ocul surf,6.268
j mater res technol,6.267
clin liver dis,6.265
ecol indic,6.263
front mol neurosci,6.261
acta phys-chim sin,6.253
resuscitation,6.251
pharmacotherapy,6.251
neuropathol appl neurobiol,6.25
altex-altern anim ex,6.25
j biol eng,6.248
ann allergy asthma immunol,6.248
j am coll radiol,6.24
ieee trans veh technol,6.239
milbank q,6.237
kidney int rep,6.234
am j clin dermatol,6.233
j physiol-london,6.228
j evid based med,6.224
sociol sci,6.222
neoplasia,6.218
arab j chem,6.212
int j mol sci,6.208
chembioeng rev,6.207
prog org coat,6.206
j food eng,6.203
surv ophthalmol,6.197
cytotherapy,6.196
fisc stud,6.19
land use policy,6.189
crit rev toxicol,6.184
struct equ modeling,6.181
catal sci technol,6.177
polit commun,6.176
j anim sci biotechnol,6.175
respirology,6.175
transp policy (oxf),6.173
manage sci,6.172
arch toxicol,6.168
j comput des eng,6.167
ieee trans commun,6.166
j chem inf model,6.162
j mater process technol,6.162
child dev perspect,6.16
j public adm res theory,6.16
water resour res,6.159
j food drug anal,6.157
comput struct biotechnol j,6.155
landslides,6.153
j mol biol,6.151
gondwana res,6.151
int j entrep innov manag,6.15
automatica,6.15
front cell neurosci,6.147
field crops res,6.145
traffic,6.144
steel compos struct,6.144
res int bus finance,6.143
acs appl nano mater,6.14
clin res cardiol,6.138
surf interfaces,6.137
integr comput aided eng,6.137
cyberpsychol behav soc netw,6.135
j clin endocrinol metab,6.134
chinese med j-peking,6.133
ieee j solid-state circuits,6.126
jacc clin electrophysiol,6.124
cellulose (lond),6.123
environ impact assess rev,6.122
infect dis ther,6.119
sociol methodol,6.118
curr opin chem eng,6.117
j nutr biochem,6.117
front mol biosci,6.113
liver transpl,6.112
iscience,6.107
j am heart assoc,6.106
ecol appl,6.105
biochem pharmacol,6.1
nanomedicine-uk,6.096
health rep,6.094
matter radiat extrem,6.089
neurotherapeutics,6.088
mar drugs,6.085
kidney int suppl (2011),6.083
npj genom med,6.083
lung cancer,6.081
front cell dev biol,6.081
food policy,6.08
ieee trans mob comput,6.075
cephalalgia,6.075
j am plann assoc,6.074
front cell infect microbiol,6.073
org lett,6.072
bioconjug chem,6.069
am econ j econ policy,6.067
j law biosci,6.066
chem commun,6.065
front bioeng biotechnol,6.064
front microbiol,6.064
biomolecules,6.064
prog plann,6.063
innov aging,6.06
neural regen res,6.058
struct control health monit,6.058
macromolecules,6.057
lwt-food sci technol,6.056
front endocrinol (lausanne),6.055
biol psychiatry cogn neurosci neuroimaging,6.05
front environ sci eng,6.048
mater sci eng a struct mater,6.044
food rev int,6.043
batter supercaps,6.043
nanoimpact,6.038
am j crim justice,6.037
j sch psychol,6.033
harv law rev,6.032
curr neurol neurosci rep,6.03
environ exp bot,6.028
annu rev criminol,6.026
eur j cell biol,6.02
plos genet,6.02
electron mark,6.017
green chem lett rev,6.016
wiley interdiscip rev energy environ,6.016
csee j power energy,6.014
mach learn sci technol,6.013
j leukocyte biol,6.011
am j physiol lung cell mol physiol,6.011
arch pharm res,6.01
mol cancer ther,6.009
am j chinese med,6.005
prog electromagn res,6
prog opt,6
med educ online,6
oceanogr mar biol,6
colloids surf b biointerfaces,5.999
front pharmacol,5.988
adv synth catal,5.981
arthroscopy,5.973
oral oncol,5.972
ieee control syst mag n y,5.972
annu rev econom,5.97
bju int,5.969
ieee trans power electron,5.967
curr atheroscler rep,5.967
atmos res,5.965
med mal infect,5.965
comput assist lang learn,5.964
j epidemiol glob health,5.959
ment health phys act,5.957
glob change biol bioenergy,5.957
aging (albany ny),5.955
glycobiology,5.954
behav res methods,5.953
res pract thromb haemost,5.953
p i civil eng-mar en,5.952
eur urol focus,5.952
curr oncol rep,5.945
aids patient care st,5.944
high power laser sci,5.943
am j cancer res,5.942
j med genet,5.941
antimicrob agents ch,5.938
batteries (basel),5.938
int j drug policy,5.931
am j med,5.928
j med ethics,5.926
ann nutr metab,5.923
geochim cosmochim acta,5.921
epidemiol health,5.919
j rock mech geotech,5.915
virol j,5.913
int j food microbiol,5.911
isa trans,5.911
j cell commun signal,5.908
br j ophthalmol,5.908
appl clay sci,5.907
j clin psychiat,5.906
harmful algae,5.905
infect dis clin north am,5.905
endocr relat cancer,5.9
int j clin health psychol,5.9
am j physiol endocrinol metab,5.9
j transp geogr,5.899
j agric food chem,5.895
eur stroke j,5.894
diabetes metab j,5.893
int j advert,5.888
biodes manuf,5.887
int j oncol,5.884
ieee trans reliab,5.883
nanotoxicology,5.881
hum genet,5.881
thin wall struct,5.881
ieee j emerg sel top circuits syst,5.877
microporous mesoporous mater,5.876
structure,5.871
ieee asme trans mechatron,5.867
gastroenterol hepatol,5.867
soc forces,5.866
clin kidney j,5.86
ieee trans circuits syst video technol,5.859
macromol biosci,5.859
mult scler,5.855
expert rev anti infect ther,5.854
cancer gene ther,5.854
immunol cell biol,5.853
immune netw,5.851
travel behav soc,5.85
mol ther methods clin dev,5.849
jphys mater,5.847
front cardiovasc med,5.846
stem cells,5.845
publ astron soc pac,5.842
br med bull,5.841
j environ econ manage,5.84
geotext geomembranes,5.839
infect dis-nor,5.838
oncologist,5.837
j syst architect,5.836
faseb j,5.834
fem psychol,5.833
j oral microbiol,5.833
flatchem,5.829
plant methods,5.827
nicotine tob res,5.825
environ sci (camb),5.819
viruses-basel,5.818
clin epidemiol,5.814
dev cogn neurosci,5.811
rmd open,5.806
cryosphere,5.805
air qual atmos health,5.804
j comput civil eng,5.802
j urban health,5.801
int j eat disord,5.791
int j stem educ,5.789
remote sens ecol conserv,5.787
earth planet sci lett,5.785
environ toxicol pharmacol,5.785
j hum resour,5.784
eur j psychotraumatol,5.783
life sci alliance,5.781
acs chem neurosci,5.78
neurocomputing,5.779
eur j polit res,5.774
biomass bioenergy,5.774
am j pathol,5.77
adv cancer res,5.767
combust flame,5.767
precis agric,5.767
urban for urban green,5.766
j mol cell cardiol,5.763
regen biomater,5.763
bioelectrochemistry,5.76
eur arch psychiatry clin neurosci,5.76
j antimicrob chemother,5.758
j enzyme inhib med chem,5.756
atmos environ,5.755
blood transfus-italy,5.752
j mix methods res,5.746
biosensors (basel),5.743
j pest sci (2004),5.742
nonlinear dynam,5.741
vasc pharmacol,5.738
front oncol,5.738
j ginseng res,5.735
sex reprod health matters,5.732
clin exp immunol,5.732
dis model mech,5.732
biotechnol j,5.726
j fungi (basel),5.724
appl catal a gen,5.723
j genet genomics,5.723
eur j agron,5.722
eur j clin invest,5.722
nanomaterials-basel,5.719
contemp secur policy,5.719
int immunopharmacol,5.714
divers distrib,5.714
palliative med,5.713
struct saf,5.712
burns trauma,5.711
struct health monit,5.71
ann fam med,5.707
front aging neurosci,5.702
hepatol commun,5.701
acta crystallogr d struct biol,5.699
j psychiatry neurosci,5.699
ieee t cloud comput,5.697
redox rep,5.696
plants people planet,5.695
crit care resusc,5.692
biocybern biomed eng,5.687
dent mater,5.687
arch pathol lab med,5.686
crit rev anal chem,5.686
int j lean six sig,5.686
j manuf process,5.684
expert rev vaccines,5.683
work aging retire,5.682
mol neurobiol,5.682
int j pharm x,5.679
int j neuropsychopharmacol,5.678
bus inform syst eng+,5.675
drug deliv transl res,5.671
expert rev mol diagn,5.67
j rural health,5.667
best pract res cl en,5.667
int j elec power,5.659
clin transl allergy,5.657
energy sustain dev,5.655
perspect ecol conserv,5.652
int j biochem cell biol,5.652
eur rev soc psychol,5.652
powder technol,5.64
rice,5.638
rna,5.636
colloid interface sci commun,5.633
occup med (lond),5.629
j youth adolesc,5.625
clin auton res,5.625
febs j,5.622
electron commer res appl,5.622
am j sci,5.62
exp neurol,5.62
tribol int,5.62
br j polit sci,5.615
virus evol,5.614
int j comput support collab learn,5.611
biol blood marrow transplant,5.609
nat resour res,5.609
influenza other respir viruses,5.606
organ behav hum decis process,5.606
j anim ecol,5.606
j mol med,5.606
arthritis res ther,5.606
cancer imaging,5.605
mater res bull,5.6
aust n z j psychiatry,5.598
nanoscale adv,5.598
gerontology,5.597
otolaryng head neck,5.591
eur j pharm biopharm,5.589
expert opin biol ther,5.589
iucrj,5.588
j liposome res,5.586
j mech phys solids,5.582
eng struct,5.582
food bioproc tech,5.581
metabolites,5.581
psychol inq,5.581
minerva med,5.58
educ technol res dev,5.58
body image,5.58
acs infect dis,5.578
clin pharmacokinet,5.577
j pain symptom manage,5.576
geophys res lett,5.576
theor appl genet,5.574
food chem toxicol,5.572
int j bipolar disord,5.571
acta geotech,5.57
region anesth pain m,5.564
foods,5.561
apoptosis,5.561
appl microbiol biot,5.56
chin j chem,5.56
disaster med public health prep,5.556
health psychol,5.556
geotechnique,5.554
j zhejiang univ sci b,5.552
int j obesity,5.551
adv life course res,5.548
environ rev,5.547
eur polym j,5.546
j neurochem,5.546
front chem,5.545
curr nutr rep,5.537
fortschr phys,5.532
proc r soc lond b biol sci,5.53
hypertens res,5.528
j thorac imaging,5.528
j cyst fibros,5.527
paediatr respir rev,5.526
organ stud,5.524
astrophys j,5.521
j parkinson dis,5.52
mol plant pathol,5.52
colloids surf a physicochem eng asp,5.518
world allergy organ j,5.516
adv appl microbiol,5.515
pedosphere,5.514
npj sci learn,5.513
appl soil ecol,5.509
thromb j,5.509
psychol mark,5.507
j ovarian res,5.506
lab invest,5.502
appl dev sci,5.5
ing rech biomed,5.5
mech ageing dev,5.498
j exp psychol gen,5.498
chemcatchem,5.497
curr hiv/aids rep,5.495
comput netw,5.493
sci china earth sci,5.492
scand j work env hea,5.492
astron j,5.491
inf syst res,5.49
int j fatigue,5.489
am j ophthalmol,5.488
europace,5.486
j biol chem,5.486
neurologia,5.486
ther adv med oncol,5.485
acad radiol,5.482
environ sci eur,5.481
miner eng,5.479
jco precis oncol,5.479
nonlinear anal-hybri,5.477
j taiwan inst chem eng,5.477
environ microbiol,5.476
comment inorg chem,5.476
intern emerg med,5.472
environ model softw,5.471
pers psychol,5.47
j endocrinol invest,5.467
epigenetics chromatin,5.465
pediatr allergy immunol,5.464
sustain chem pharm,5.464
ieee j emerg sel top power electron,5.462
earth syst dyn,5.458
aerosp sci technol,5.457
j urban econ,5.456
org chem front,5.456
prostate cancer prostatic dis,5.455
j second lang writ,5.448
adv protein chem struct biol,5.447
ultraschall med,5.445
electrochem commun,5.443
j hydrol reg stud,5.437
plant physiol biochem,5.437
inorg chem,5.436
front psychiatry,5.435
semin arthritis rheum,5.431
int j heat mass transf,5.431
ann clin transl neurol,5.43
curr diab rep,5.43
elements,5.429
am econ rev insights,5.429
j air transp manag,5.428
gend work organ,5.428
virulence,5.428
coast eng,5.427
j immunol,5.426
int forum allergy rhinol,5.426
gerontologist,5.422
semin radiat oncol,5.421
ieee trans control syst technol,5.418
nanoscale res lett,5.418
j soc issues,5.418
eur neuropsychopharmacol,5.415
mach learn,5.414
appl water sci,5.411
front environ sci,5.411
mark public policy conf proc,5.411
clin med,5.41
geol soc am bull,5.41
j dermatol sci,5.408
j neurosurg,5.408
phys rev d,5.407
data min knowl discov,5.406
sustain energy grids,5.405
clin exp allergy,5.401
wildlife monogr,5.4
ther adv hematol,5.4
am j clin pathol,5.4
hum brain mapp,5.399
acs biomater sci eng,5.395
diabetol metab syndr,5.395
neuroepidemiology,5.393
ann phys rehabil med,5.393
proteomics,5.393
bone joint j,5.385
transplantation,5.385
semin oncol,5.385
nber macroecon annu,5.385
j pain,5.383
j climate,5.38
soc sci med,5.379
world j gastroenterol,5.374
mamm rev,5.373
comput struct,5.372
j proteome res,5.37
j clin lipidol,5.365
mol pharm,5.364
fire ecol,5.364
polym chem-uk,5.364
plant sci,5.363
am j epidemiol,5.363
adv water resour,5.361
mar pet geol,5.361
j plan lit,5.361
eur eat disord rev,5.36
internet interv,5.358
3d print addit manuf,5.355
j korean med sci,5.354
eur j hum genet,5.351
remote sens-basel,5.349
eur child adolesc psychiatry,5.349
ann med,5.348
cancer biol med,5.347
j assoc inf syst,5.346
j risk res,5.346
j rheumatol,5.346
emergencias,5.345
sex med rev,5.345
bipolar disord,5.345
ieee geosci remote sens lett,5.343
j mol diagn,5.341
minds mach (dordr),5.339
j technol transf,5.337
appl math model,5.336
pathology,5.335
environ sci process impacts,5.334
j peasant stud,5.333
hum commun res,5.333
ieee trans instrum meas,5.332
j sustain cem based mater,5.328
undergr space,5.327
evol hum behav,5.327
gut pathog,5.324
adv immunol,5.324
epidemics,5.324
behav res ther,5.321
can j psychiatry,5.321
indian j pediatr,5.319
food biosci,5.318
dev psychopathol,5.317
soc psychol personal sci,5.316
microb cell,5.316
neurosurgery,5.315
int j mol med,5.314
eur j phys rehabil med,5.313
headache,5.311
adv quantum technol,5.31
int j health geogr,5.31
new media soc,5.31
j bus econ stat,5.309
bioorg chem,5.307
am fam physician,5.305
gynecol oncol,5.304
microchem j,5.304
organ environ,5.299
j sleep res,5.296
j cell mol med,5.295
ieee intel transp sy,5.293
j constr eng manag,5.292
j nat gas sci eng,5.285
j nutr health aging,5.285
anim nutr,5.285
am j physiol cell physiol,5.282
ieee wirel commun lett,5.281
biostatistics,5.279
algal res,5.276
endosc ultrasound,5.275
fuzzy optim decis ma,5.274
indian j med res,5.274
neuropharmacology,5.273
neurosci bull,5.271
eur j health econ,5.271
br j educ technol,5.268
panminerva med,5.268
clim risk manag,5.266
probiotics antimicrob proteins,5.265
joint bone spine,5.263
tectonics,5.261
inf syst front,5.261
bmc plant biol,5.26
int j life cycle assess,5.257
curr opin insect sci,5.254
mov ecol,5.253
j psychiatr res,5.25
acs synth biol,5.249
world j stem cells,5.247
front mar sci,5.247
curr top dev biol,5.242
biofuel bioprod biorefin,5.239
political sci res methods,5.239
j pediatric infect dis soc,5.235
j biomol struct dyn,5.235
mon not r astron soc,5.235
j cell sci,5.235
ieee trans biomed circuits syst,5.234
j acad nutr diet,5.234
j dtsch dermatol ges,5.231
ieee robot autom mag,5.229
biochim biophys acta mol cell biol lipids,5.228
drug safety,5.228
analyst,5.227
ieee trans vis comput graph,5.226
j funct foods,5.223
antibiotics (basel),5.222
acad emerg med,5.221
j thromb thrombolysis,5.221
pol arch intern med,5.218
comput geotech,5.218
j geophys res atmos,5.217
pharmaceuticals-base,5.215
obes res clin pract,5.214
minerva urol nephrol,5.214
health policy technol,5.211
j neuroeng rehabil,5.208
miner depos,5.206
habitat int,5.205
polym degrad stab,5.204
sci china phys mech astron,5.203
aquat toxicol,5.202
prog neuropsychopharmacol biol psychiatry,5.201
asn neuro,5.2
react chem eng,5.2
dermatology,5.197
j ethnopharmacol,5.195
eur j pharmacol,5.195
ieee t broadcast,5.194
petrol explor dev+,5.194
phytobiomes j,5.19
environ sci pollut r,5.19
j peripher nerv syst,5.188
helicobacter,5.182
adv ecol res,5.182
eur j mark,5.181
int j numer methods heat fluid flow,5.181
j health soc behav,5.179
arthritis care res (hoboken),5.178
j mach learn res,5.177
clim change,5.174
bone marrow transpl,5.174
cell cycle,5.173
plast reconstr surg,5.169
comput geosci,5.168
j pet sci eng,5.168
biology (basel),5.168
chem biol interact,5.168
korean j anesthesiol,5.167
int endod j,5.165
bjpsych open,5.165
dig liver dis,5.165
tob induc dis,5.163
curr osteoporos rep,5.163
comput oper res,5.159
cold spring harb perspect med,5.159
ther adv respir dis,5.158
j rural stud,5.157
eng sci technol,5.155
int j geogr inf sci,5.152
front neurosci,5.152
organ sci (linthicum),5.152
j inf technol-uk,5.15
lgbt health,5.15
j urban technol,5.15
j virus erad,5.148
cancer metab,5.146
evol med public health,5.143
front phys,5.142
j photoch photobio a,5.141
j gen virol,5.141
mol carcinog,5.139
j contextual behav sci,5.138
glob chall,5.135
aquaculture,5.135
neuroendocrinology,5.135
neurobiol aging,5.133
stem cells int,5.131
measurement,5.131
am j physiol heart circ physiol,5.125
expert rev clin immunol,5.124
fermentation (basel),5.123
dyes pigm,5.122
bull chem soc jpn,5.121
medchemcomm,5.121
hum mol genet,5.121
policy sci,5.121
j occup organ psychol,5.119
j magn reson imaging,5.119
psychol sport exerc,5.118
j econ geogr,5.117
eur j pharm sci,5.112
maturitas,5.11
neonatology,5.106
food bioprod process,5.105
comput secur,5.105
eur j clin microbiol infect dis,5.103
ann thorac surg,5.102
neural comput appl,5.102
value health,5.101
int j ment health nurs,5.1
j evid based dent pract,5.1
int j public health,5.1
genet sel evol,5.1
j insects food feed,5.099
am heart j,5.099
allergy asthma immun,5.096
inflammopharmacology,5.093
biogeosciences,5.092
phys dark universe,5.09
j mol catal,5.089
breast cancer (dove med press),5.088
j couns psychol,5.088
econ geol,5.086
criminol public policy,5.085
physiol plant,5.081
j physiol biochem,5.08
curr treat options oncol,5.08
int rev immunol,5.078
j clin child adolesc psychol,5.077
biomed signal process control,5.076
toxins,5.075
wiley interdiscip rev cogn sci,5.071
osteoporos int,5.071
int immunol,5.071
microbiol res,5.07
mol cell biol,5.069
j clin transl hepatol,5.065
skelet muscle,5.063
j drug deliv sci technol,5.062
rev financ,5.059
struct chang econ dyn,5.059
front med (lausanne),5.058
j public health-uk,5.058
clin exp med,5.057
bus ethics,5.056
bmj open respir res,5.054
adolesc res rev,5.052
endocrinology,5.051
benef microbes,5.05
j phys chem ref data,5.048
comput commun,5.047
bioengineering (basel),5.046
j neural eng,5.043
landsc ecol,5.043
bmb rep,5.041
stanford law rev,5.04
ann bot,5.04
insights imaging,5.036
cancer res treat,5.036
ieee trans netw sci eng,5.033
telemed j e health,5.033
msphere,5.029
geochem perspect lett,5.028
rev adv mater sci,5.028
clin oral implants res,5.021
chemistry,5.02
j prev alzheimers dis,5.02
mol phylogenet evol,5.019
limnol oceanogr,5.019
appl intell (dordr),5.019
health inf sci syst,5.017
appetite,5.016
j drug target,5.016
biochim biophys acta mol cell res,5.011
j steroid biochem mol biol,5.011
appl spectrosc rev,5.01
leis sci,5.008
macromol rapid commun,5.006
appl environ microb,5.005
front sustain food syst,5.005
drug dev res,5.004
adv ther (weinh),5.003
biosyst eng,5.002
eur psychol,5
mar life sci technol,5
clin proteomics,5